context_code,response_code,context_type,context,response,sarcasm_ev1,sarcasm_ev2,sarcasm_ev3,mustard_id
8F,R7,none,"John: Oh Molly, listen, I ah, I saw down at the hardware store, they got those designer tiles on sale. If you ever want to redo the bathroom floor.  Molly: Why, what's wrong with my bathroom floor?","John: Nothing, I just thought you might like a change.",2,0,1,554
8F,R7,none,,"John: Nothing, I just thought you might like a change.",1,0,0,554
8F,R8,none,"John is at Molly's house today and he notices that her bathroom tiles are quite old and dingy. He says to her, ""Hey listen, I ah, I saw down at the hardware store, they got those designer tiles on sale. If you ever want to redo the bathroom floor…"" Molly says, ""Why, what is wrong with my bathroom floor?"".","John says, ""Nothing but I just saw them on sale and thought I'd let you know just in case you wanted to redecorate to something a bit fresher.""",0,3,2,554
8F,R8,none,"John: Oh Molly, listen, I ah, I saw down at the hardware store, they got those designer tiles on sale. If you ever want to redo the bathroom floor.  Molly: Why, what's wrong with my bathroom floor?",John: Nothing but I just saw them on sale and thought I'd let you know just in case you wanted to redecorate to something a bit fresher.,0,0,1,554
8F,R8,none,,John: Nothing but I just saw them on sale and thought I'd let you know just in case you wanted to redecorate to something a bit fresher.,5,0,3,554
8F,R9,none,"John is at Molly's house today and he notices that her bathroom tiles are quite old and dingy. He says to her, ""Hey listen, I ah, I saw down at the hardware store, they got those designer tiles on sale. If you ever want to redo the bathroom floor…"" Molly says, ""Why, what is wrong with my bathroom floor?"".","John says, ""The tiles look ugly.""",2,0,4,554
8F,R9,none,"John: Oh Molly, listen, I ah, I saw down at the hardware store, they got those designer tiles on sale. If you ever want to redo the bathroom floor.  Molly: Why, what's wrong with my bathroom floor?",John: The tiles look ugly.,0,1,1,554
8F,R9,none,,John: The tiles look ugly.,3,0,5,554
8T,R1,none,"Crofton has a crush on Molly and he came up with a joke to impress her. Crofton tells his friend John, a professional actor, "" I need you to set me up for a joke. Later when Molly is around I need you to ask me about firetrucks."" John says, ""I don’t know about that, I am not so good with remembering lines.""","Crofton says, ""Write it down and put the paper in your pocket.""",1,1,3,331
8T,R1,none,"Crofton: Hey, I need you to set me up for a joke. Later when Molly is around I need you to ask me about firetrucks.  John: I don't know, I am not so good with remembering lines.",Crofton: Write it down and put the paper in your pocket.,0,0,0,331
8T,R1,none,,Crofton: Write it down and put the paper in your pocket.,3,0,0,331
8T,R10,none,"Crofton has a crush on Molly and he came up with a joke to impress her. Crofton tells his friend John, a professional actor, "" I need you to set me up for a joke. Later when Molly is around I need you to ask me about firetrucks."" John says, ""I don’t know about that, I am not so good with remembering lines.""","Crofton says, ""It's not hard just say something about seeing a firetruck.""",0,0,0,331
8T,R10,none,"Crofton: Hey, I need you to set me up for a joke. Later when Molly is around I need you to ask me about firetrucks.  John: I don't know, I am not so good with remembering lines.",Crofton: It's not hard just say something about seeing a firetruck.,3,2,0,331
8T,R10,none,,Crofton: It's not hard just say something about seeing a firetruck.,3,5,0,331
8T,R11,none,"Crofton has a crush on Molly and he came up with a joke to impress her. Crofton tells his friend John, a professional actor, "" I need you to set me up for a joke. Later when Molly is around I need you to ask me about firetrucks."" John says, ""I don’t know about that, I am not so good with remembering lines.""","Crofton says, ""Just give it your best shot!""",2,3,0,331
8T,R11,none,"Crofton: Hey, I need you to set me up for a joke. Later when Molly is around I need you to ask me about firetrucks.  John: I don't know, I am not so good with remembering lines.",Crofton: Just give it your best shot!,0,4,0,331
8T,R11,none,,Crofton: Just give it your best shot!,0,0,0,331
8T,R12,none,"Crofton has a crush on Molly and he came up with a joke to impress her. Crofton tells his friend John, a professional actor, "" I need you to set me up for a joke. Later when Molly is around I need you to ask me about firetrucks."" John says, ""I don’t know about that, I am not so good with remembering lines.""","Crofton says, ""You'll be fine, just mention firetrucks, it's just one word """,0,1,4,331
8T,R12,none,"Crofton: Hey, I need you to set me up for a joke. Later when Molly is around I need you to ask me about firetrucks.  John: I don't know, I am not so good with remembering lines.","Crofton: You'll be fine, just mention firetrucks, it's just one word",1,2,4,331
8T,R12,none,,"Crofton: You'll be fine, just mention firetrucks, it's just one word",1,3,0,331
8T,R13,none,"Crofton has a crush on Molly and he came up with a joke to impress her. Crofton tells his friend John, a professional actor, "" I need you to set me up for a joke. Later when Molly is around I need you to ask me about firetrucks."" John says, ""I don’t know about that, I am not so good with remembering lines.""","Crofton says, ""You are a professional actor I'm sure you can remember a small line.""",3,4,5,331
8T,R13,none,"Crofton: Hey, I need you to set me up for a joke. Later when Molly is around I need you to ask me about firetrucks.  John: I don't know, I am not so good with remembering lines.",Crofton: You are a professional actor I'm sure you can remember a small line.,4,0,2,331
8T,R13,none,,Crofton: You are a professional actor I'm sure you can remember a small line.,4,3,4,331
8T,R14,none,"Crofton has a crush on Molly and he came up with a joke to impress her. Crofton tells his friend John, a professional actor, "" I need you to set me up for a joke. Later when Molly is around I need you to ask me about firetrucks."" John says, ""I don’t know about that, I am not so good with remembering lines.""","Crofton says, ""Just ask if I like firetrucks. It will be easy once you say it I will say everything else.""",1,4,3,331
8T,R14,none,"Crofton: Hey, I need you to set me up for a joke. Later when Molly is around I need you to ask me about firetrucks.  John: I don't know, I am not so good with remembering lines.",Crofton: Just ask if I like firetrucks. It will be easy once you say it I will say everything else.,0,0,0,331
8T,R14,none,,Crofton: Just ask if I like firetrucks. It will be easy once you say it I will say everything else.,0,0,3,331
8T,R15,none,"Crofton has a crush on Molly and he came up with a joke to impress her. Crofton tells his friend John, a professional actor, "" I need you to set me up for a joke. Later when Molly is around I need you to ask me about firetrucks."" John says, ""I don’t know about that, I am not so good with remembering lines.""","Crofton says, ""Ah go on just ask me about firetrucks how hard can that be to remember.""",1,0,3,331
8T,R15,none,"Crofton: Hey, I need you to set me up for a joke. Later when Molly is around I need you to ask me about firetrucks.  John: I don't know, I am not so good with remembering lines.",Crofton: Ah go on just ask me about firetrucks how hard can that be to remember.,0,5,4,331
8T,R15,none,,Crofton: Ah go on just ask me about firetrucks how hard can that be to remember.,0,4,4,331
8T,R16,none,"Crofton has a crush on Molly and he came up with a joke to impress her. Crofton tells his friend John, a professional actor, "" I need you to set me up for a joke. Later when Molly is around I need you to ask me about firetrucks."" John says, ""I don’t know about that, I am not so good with remembering lines.""","Crofton says, ""John you're a professional actor, if you can't do this then you must be awful at your job.""",4,4,3,331
8T,R16,none,"Crofton: Hey, I need you to set me up for a joke. Later when Molly is around I need you to ask me about firetrucks.  John: I don't know, I am not so good with remembering lines.","Crofton: John you're a professional actor, if you can't do this then you must be awful at your job.",1,5,1,331
8T,R16,none,,"Crofton: John you're a professional actor, if you can't do this then you must be awful at your job.",3,3,2,331
8T,R17,none,"Crofton has a crush on Molly and he came up with a joke to impress her. Crofton tells his friend John, a professional actor, "" I need you to set me up for a joke. Later when Molly is around I need you to ask me about firetrucks."" John says, ""I don’t know about that, I am not so good with remembering lines.""","Crofton says, ""You're an actor John, you can't remember lines? I just need you to ask me about firetrucks.""",4,0,3,331
8T,R17,none,"Crofton: Hey, I need you to set me up for a joke. Later when Molly is around I need you to ask me about firetrucks.  John: I don't know, I am not so good with remembering lines.","Crofton: You're an actor John, you can't remember lines? I just need you to ask me about firetrucks.",3,4,0,331
8T,R17,none,,"Crofton: You're an actor John, you can't remember lines? I just need you to ask me about firetrucks.",2,2,2,331
8T,R18,none,"Crofton has a crush on Molly and he came up with a joke to impress her. Crofton tells his friend John, a professional actor, "" I need you to set me up for a joke. Later when Molly is around I need you to ask me about firetrucks."" John says, ""I don’t know about that, I am not so good with remembering lines.""","Crofton says, ""You’re a professional actor for goodness sake and you can't remember your lines. Thanks a lot!!""",3,3,2,331
8T,R18,none,"Crofton: Hey, I need you to set me up for a joke. Later when Molly is around I need you to ask me about firetrucks.  John: I don't know, I am not so good with remembering lines.",Crofton: You’re a professional actor for goodness sake and you can't remember your lines. Thanks a lot!!,2,1,3,331
8T,R18,none,,Crofton: You’re a professional actor for goodness sake and you can't remember your lines. Thanks a lot!!,0,5,1,331
8T,R2,none,"Crofton has a crush on Molly and he came up with a joke to impress her. Crofton tells his friend John, a professional actor, "" I need you to set me up for a joke. Later when Molly is around I need you to ask me about firetrucks."" John says, ""I don’t know about that, I am not so good with remembering lines.""","Crofton says, ""Just remember firetrucks.""",5,0,3,331
8T,R2,none,"Crofton: Hey, I need you to set me up for a joke. Later when Molly is around I need you to ask me about firetrucks.  John: I don't know, I am not so good with remembering lines.",Crofton: Just remember firetrucks.,0,0,0,331
8T,R2,none,,Crofton: Just remember firetrucks.,3,2,0,331
8T,R3,none,"Crofton has a crush on Molly and he came up with a joke to impress her. Crofton tells his friend John, a professional actor, "" I need you to set me up for a joke. Later when Molly is around I need you to ask me about firetrucks."" John says, ""I don’t know about that, I am not so good with remembering lines.""","Crofton says, ""It’s very simple, just remember the word firetrucks.""",1,3,3,331
8T,R3,none,"Crofton: Hey, I need you to set me up for a joke. Later when Molly is around I need you to ask me about firetrucks.  John: I don't know, I am not so good with remembering lines.","Crofton: It’s very simple, just remember the word firetrucks.",1,1,3,331
8T,R3,none,,"Crofton: It’s very simple, just remember the word firetrucks.",2,0,0,331
8T,R4,none,"Crofton has a crush on Molly and he came up with a joke to impress her. Crofton tells his friend John, a professional actor, "" I need you to set me up for a joke. Later when Molly is around I need you to ask me about firetrucks."" John says, ""I don’t know about that, I am not so good with remembering lines.""","Crofton says, ""Come on you can do this.""",0,4,1,331
8T,R4,none,"Crofton: Hey, I need you to set me up for a joke. Later when Molly is around I need you to ask me about firetrucks.  John: I don't know, I am not so good with remembering lines.",Crofton: Come on you can do this.,0,3,0,331
8T,R4,none,,Crofton: Come on you can do this.,2,0,0,331
8T,R5,none,"Crofton has a crush on Molly and he came up with a joke to impress her. Crofton tells his friend John, a professional actor, "" I need you to set me up for a joke. Later when Molly is around I need you to ask me about firetrucks."" John says, ""I don’t know about that, I am not so good with remembering lines.""","Crofton says, ""Set a reminder on your phone and ask me when she arrives.""",2,0,0,331
8T,R5,none,"Crofton: Hey, I need you to set me up for a joke. Later when Molly is around I need you to ask me about firetrucks.  John: I don't know, I am not so good with remembering lines.",Crofton: Set a reminder on your phone and ask me when she arrives.,1,0,1,331
8T,R5,none,,Crofton: Set a reminder on your phone and ask me when she arrives.,0,0,0,331
8T,R6,none,"Crofton has a crush on Molly and he came up with a joke to impress her. Crofton tells his friend John, a professional actor, "" I need you to set me up for a joke. Later when Molly is around I need you to ask me about firetrucks."" John says, ""I don’t know about that, I am not so good with remembering lines.""","Crofton says, ""I'll mention sirens then. That should help you out right.""",1,1,0,331
8T,R6,none,"Crofton: Hey, I need you to set me up for a joke. Later when Molly is around I need you to ask me about firetrucks.  John: I don't know, I am not so good with remembering lines.",Crofton: I'll mention sirens then. That should help you out right?,0,2,3,331
8T,R6,none,,Crofton: I'll mention sirens then. That should help you out right?,3,3,3,331
8T,R7,none,"Crofton has a crush on Molly and he came up with a joke to impress her. Crofton tells his friend John, a professional actor, "" I need you to set me up for a joke. Later when Molly is around I need you to ask me about firetrucks."" John says, ""I don’t know about that, I am not so good with remembering lines.""","Crofton says, ""Oh go on, it'll be fine.""",2,0,4,331
8T,R7,none,"Crofton: Hey, I need you to set me up for a joke. Later when Molly is around I need you to ask me about firetrucks.  John: I don't know, I am not so good with remembering lines.","Crofton: Oh go on, it'll be fine.",1,0,0,331
8T,R7,none,,"Crofton: Oh go on, it'll be fine.",0,3,3,331
8T,R8,none,"Crofton has a crush on Molly and he came up with a joke to impress her. Crofton tells his friend John, a professional actor, "" I need you to set me up for a joke. Later when Molly is around I need you to ask me about firetrucks."" John says, ""I don’t know about that, I am not so good with remembering lines.""","Crofton says, ""All I need you to do is bring up firetrucks, not a whole lot to remember John.""",2,0,4,331
8T,R8,none,"Crofton: Hey, I need you to set me up for a joke. Later when Molly is around I need you to ask me about firetrucks.  John: I don't know, I am not so good with remembering lines.","Crofton: All I need you to do is bring up firetrucks, not a whole lot to remember John.",0,0,0,331
8T,R8,none,,"Crofton: All I need you to do is bring up firetrucks, not a whole lot to remember John.",5,4,4,331
8T,R9,none,"Crofton has a crush on Molly and he came up with a joke to impress her. Crofton tells his friend John, a professional actor, "" I need you to set me up for a joke. Later when Molly is around I need you to ask me about firetrucks."" John says, ""I don’t know about that, I am not so good with remembering lines.""","Crofton says, ""Just a few words please.""",2,4,0,331
8T,R9,none,"Crofton: Hey, I need you to set me up for a joke. Later when Molly is around I need you to ask me about firetrucks.  John: I don't know, I am not so good with remembering lines.",Crofton: Just a few words please.,3,4,3,331
8T,R9,none,,Crofton: Just a few words please.,0,2,5,331
9F,R1,none,"Riley is on the river teaching John how to sail. A coast guard ship honks in the distance. John yells, ""Just because he's got a bigger boat he thinks he can take up the whole river. Get out of the way jackass! Who names their boat Coast Guard anyway?""","Riley says, ""The coast guard is an actual agency that is doing things.""",1,1,2,576
9F,R1,none,John: Just because he's got a bigger boat he thinks he can take up the whole river. Get out of the way jackass! Who names their boat Coast Guard anyway? ,Riley: The coast guard is an actual agency that is doing things.,0,0,3,576
9F,R1,none,,Riley: The coast guard is an actual agency that is doing things.,2,0,3,576
9F,R10,none,"Riley is on the river teaching John how to sail. A coast guard ship honks in the distance. John yells, ""Just because he's got a bigger boat he thinks he can take up the whole river. Get out of the way jackass! Who names their boat Coast Guard anyway?""","Riley says, ""That's the coast guard, they are there to look after the river. Move out of the way for them.""",3,0,2,576
9F,R10,none,John: Just because he's got a bigger boat he thinks he can take up the whole river. Get out of the way jackass! Who names their boat Coast Guard anyway? ,"Riley: That's the coast guard, they are there to look after the river. Move out of the way for them.",3,1,0,576
9F,R10,none,,"Riley: That's the coast guard, they are there to look after the river. Move out of the way for them.",1,0,0,576
9F,R11,none,"Riley is on the river teaching John how to sail. A coast guard ship honks in the distance. John yells, ""Just because he's got a bigger boat he thinks he can take up the whole river. Get out of the way jackass! Who names their boat Coast Guard anyway?""","Riley says, ""It's important to respect safety regulations.""",0,4,1,576
9F,R11,none,John: Just because he's got a bigger boat he thinks he can take up the whole river. Get out of the way jackass! Who names their boat Coast Guard anyway? ,Riley: It's important to respect safety regulations.,2,0,5,576
9F,R11,none,,Riley: It's important to respect safety regulations.,0,2,0,576
9F,R12,none,"Riley is on the river teaching John how to sail. A coast guard ship honks in the distance. John yells, ""Just because he's got a bigger boat he thinks he can take up the whole river. Get out of the way jackass! Who names their boat Coast Guard anyway?""","Riley says, ""Err, the Coast Guard.""",3,3,5,576
9F,R12,none,John: Just because he's got a bigger boat he thinks he can take up the whole river. Get out of the way jackass! Who names their boat Coast Guard anyway? ,"Riley: Err, the Coast Guard!",3,4,3,576
9F,R12,none,,"Riley: Err, the Coast Guard!",0,2,4,576
9F,R13,none,"Riley is on the river teaching John how to sail. A coast guard ship honks in the distance. John yells, ""Just because he's got a bigger boat he thinks he can take up the whole river. Get out of the way jackass! Who names their boat Coast Guard anyway?""","Riley says, ""They're like the sea police. I think it would be better if maybe we just moved out the way.""",3,5,3,576
9F,R13,none,John: Just because he's got a bigger boat he thinks he can take up the whole river. Get out of the way jackass! Who names their boat Coast Guard anyway? ,Riley: They're like the sea police. I think it would be better if maybe we just moved out the way.,3,2,4,576
9F,R13,none,,Riley: They're like the sea police. I think it would be better if maybe we just moved out the way.,1,0,3,576
9F,R14,none,"Riley is on the river teaching John how to sail. A coast guard ship honks in the distance. John yells, ""Just because he's got a bigger boat he thinks he can take up the whole river. Get out of the way jackass! Who names their boat Coast Guard anyway?""","Riley says, ""Listen to the coast guard we don't want to get in trouble and ruin the day.""",1,5,3,576
9F,R14,none,John: Just because he's got a bigger boat he thinks he can take up the whole river. Get out of the way jackass! Who names their boat Coast Guard anyway? ,Riley: Listen to the coast guard we don't want to get in trouble and ruin the day.,1,1,1,576
9F,R14,none,,Riley: Listen to the coast guard we don't want to get in trouble and ruin the day.,1,0,0,576
9F,R15,none,"Riley is on the river teaching John how to sail. A coast guard ship honks in the distance. John yells, ""Just because he's got a bigger boat he thinks he can take up the whole river. Get out of the way jackass! Who names their boat Coast Guard anyway?""","Riley says, ""Calm down mate.""",3,4,4,576
9F,R15,none,John: Just because he's got a bigger boat he thinks he can take up the whole river. Get out of the way jackass! Who names their boat Coast Guard anyway? ,Riley: Calm down mate.,3,3,3,576
9F,R15,none,,Riley: Calm down mate.,0,0,1,576
9F,R16,none,"Riley is on the river teaching John how to sail. A coast guard ship honks in the distance. John yells, ""Just because he's got a bigger boat he thinks he can take up the whole river. Get out of the way jackass! Who names their boat Coast Guard anyway?""","Riley says, ""John, we have talked about your mental deficiencies before, you are now giving a prime example of why I am right.""",5,5,4,576
9F,R16,none,John: Just because he's got a bigger boat he thinks he can take up the whole river. Get out of the way jackass! Who names their boat Coast Guard anyway? ,"Riley: John, we have talked about your mental deficiencies before, you are now giving a prime example of why I am right.",2,5,2,576
9F,R16,none,,"Riley: John, we have talked about your mental deficiencies before, you are now giving a prime example of why I am right.",4,3,2,576
9F,R17,none,"Riley is on the river teaching John how to sail. A coast guard ship honks in the distance. John yells, ""Just because he's got a bigger boat he thinks he can take up the whole river. Get out of the way jackass! Who names their boat Coast Guard anyway?""","Riley says, ""Err John, that is the coast guard.""",5,1,4,576
9F,R17,none,John: Just because he's got a bigger boat he thinks he can take up the whole river. Get out of the way jackass! Who names their boat Coast Guard anyway? ,"Riley: Err John, that is the coast guard!",2,2,0,576
9F,R17,none,,"Riley: Err John, that is the coast guard!",0,0,5,576
9F,R18,none,"Riley is on the river teaching John how to sail. A coast guard ship honks in the distance. John yells, ""Just because he's got a bigger boat he thinks he can take up the whole river. Get out of the way jackass! Who names their boat Coast Guard anyway?""","Riley says, ""Funny man.""",1,3,4,576
9F,R18,none,John: Just because he's got a bigger boat he thinks he can take up the whole river. Get out of the way jackass! Who names their boat Coast Guard anyway? ,Riley: Funny man!,5,2,4,576
9F,R18,none,,Riley: Funny man!,4,4,4,576
9F,R2,none,"Riley is on the river teaching John how to sail. A coast guard ship honks in the distance. John yells, ""Just because he's got a bigger boat he thinks he can take up the whole river. Get out of the way jackass! Who names their boat Coast Guard anyway?""","Riley says, ""They have a job to do.""",1,3,4,576
9F,R2,none,John: Just because he's got a bigger boat he thinks he can take up the whole river. Get out of the way jackass! Who names their boat Coast Guard anyway? ,Riley: They have a job to do.,4,0,4,576
9F,R2,none,,Riley: They have a job to do.,0,3,0,576
9F,R3,none,"Riley is on the river teaching John how to sail. A coast guard ship honks in the distance. John yells, ""Just because he's got a bigger boat he thinks he can take up the whole river. Get out of the way jackass! Who names their boat Coast Guard anyway?""","Riley says, ""You don't know what a coast guard is? You've got some work to do.""",1,3,4,576
9F,R3,none,John: Just because he's got a bigger boat he thinks he can take up the whole river. Get out of the way jackass! Who names their boat Coast Guard anyway? ,Riley: You don't know what a coast guard is? You've got some work to do.,3,5,3,576
9F,R3,none,,Riley: You don't know what a coast guard is? You've got some work to do.,3,1,1,576
9F,R4,none,"Riley is on the river teaching John how to sail. A coast guard ship honks in the distance. John yells, ""Just because he's got a bigger boat he thinks he can take up the whole river. Get out of the way jackass! Who names their boat Coast Guard anyway?""","Riley says, ""Oops, I think it may be the real coast guard John.""",0,4,1,576
9F,R4,none,John: Just because he's got a bigger boat he thinks he can take up the whole river. Get out of the way jackass! Who names their boat Coast Guard anyway? ,"Riley: Oops, I think it may be the real coast guard John.",4,2,2,576
9F,R4,none,,"Riley: Oops, I think it may be the real coast guard John.",2,1,0,576
9F,R5,none,"Riley is on the river teaching John how to sail. A coast guard ship honks in the distance. John yells, ""Just because he's got a bigger boat he thinks he can take up the whole river. Get out of the way jackass! Who names their boat Coast Guard anyway?""","Riley says, ""An idiot.""",2,5,5,576
9F,R5,none,John: Just because he's got a bigger boat he thinks he can take up the whole river. Get out of the way jackass! Who names their boat Coast Guard anyway? ,Riley: An idiot!,0,3,3,576
9F,R5,none,,Riley: An idiot!,3,3,4,576
9F,R6,none,"Riley is on the river teaching John how to sail. A coast guard ship honks in the distance. John yells, ""Just because he's got a bigger boat he thinks he can take up the whole river. Get out of the way jackass! Who names their boat Coast Guard anyway?""","Riley says, ""Calm down, that's the coast guard. They have authority over the sea and could arrest us if we are not careful. We probably should treat them like regular police officers.""",0,5,1,576
9F,R6,none,John: Just because he's got a bigger boat he thinks he can take up the whole river. Get out of the way jackass! Who names their boat Coast Guard anyway? ,"Riley: Calm down, that's the coast guard. They have authority over the sea and could arrest us if we are not careful. We probably should treat them like regular police officers.",0,1,3,576
9F,R6,none,,"Riley: Calm down, that's the coast guard. They have authority over the sea and could arrest us if we are not careful. We probably should treat them like regular police officers.",1,1,0,576
9F,R7,none,"Riley is on the river teaching John how to sail. A coast guard ship honks in the distance. John yells, ""Just because he's got a bigger boat he thinks he can take up the whole river. Get out of the way jackass! Who names their boat Coast Guard anyway?""","Riley says, ""That idiot.""",3,5,5,576
9F,R7,none,John: Just because he's got a bigger boat he thinks he can take up the whole river. Get out of the way jackass! Who names their boat Coast Guard anyway? ,Riley: That idiot.,3,1,1,576
9F,R7,none,,Riley: That idiot.,3,0,4,576
9F,R8,none,"Riley is on the river teaching John how to sail. A coast guard ship honks in the distance. John yells, ""Just because he's got a bigger boat he thinks he can take up the whole river. Get out of the way jackass! Who names their boat Coast Guard anyway?""","Riley says, ""Sir this is literally a coast guard vessel and we are on our way to a rescue, move out the way.""",0,4,0,576
9F,R8,none,John: Just because he's got a bigger boat he thinks he can take up the whole river. Get out of the way jackass! Who names their boat Coast Guard anyway? ,"Riley: Sir this is literally a coast guard vessel and we are on our way to a rescue, move out the way.",3,5,3,576
9F,R8,none,,"Riley: Sir this is literally a coast guard vessel and we are on our way to a rescue, move out the way.",0,4,0,576
9F,R9,none,"Riley is on the river teaching John how to sail. A coast guard ship honks in the distance. John yells, ""Just because he's got a bigger boat he thinks he can take up the whole river. Get out of the way jackass! Who names their boat Coast Guard anyway?""","Riley says, ""That's the coast guard John, we probably should get out of the way.""",4,4,4,576
9F,R9,none,John: Just because he's got a bigger boat he thinks he can take up the whole river. Get out of the way jackass! Who names their boat Coast Guard anyway? ,"Riley: That's the coast guard John, we probably should get out of the way.",3,0,5,576
9F,R9,none,,"Riley: That's the coast guard John, we probably should get out of the way.",0,0,3,576
9T,R1,none,"The other night Crofton barged into his roommate’s room without knocking. She was just out of the shower and almost naked. She has been mad at Crofton ever since and still doesn’t want to talk to him 3 days after the incident. Ryan noticed something is going on between the two and asks Crofton what’s going on. Crofton tells him, ""She’s still upset because I saw her boobies."" Ryan says, ""Well what? What were you doing seeing her boobies?""","Crofton says, ""It was an accident.""",2,0,0,352
9T,R1,none,Crofton: She’s still upset because I saw her boobies.  Ryan: Well what? What were you doing seeing her boobies? ,Crofton: It was an accident.,2,1,3,352
9T,R1,none,,Crofton: It was an accident.,4,1,1,352
9T,R10,none,"The other night Crofton barged into his roommate’s room without knocking. She was just out of the shower and almost naked. She has been mad at Crofton ever since and still doesn’t want to talk to him 3 days after the incident. Ryan noticed something is going on between the two and asks Crofton what’s going on. Crofton tells him, ""She’s still upset because I saw her boobies."" Ryan says, ""Well what? What were you doing seeing her boobies?""","Crofton says, ""I walked into her room without knocking and she was just out the shower.""",1,2,0,352
9T,R10,none,Crofton: She’s still upset because I saw her boobies.  Ryan: Well what? What were you doing seeing her boobies? ,Crofton: I walked into her room without knocking and she was just out the shower.,0,4,0,352
9T,R10,none,,Crofton: I walked into her room without knocking and she was just out the shower.,1,0,0,352
9T,R11,none,"The other night Crofton barged into his roommate’s room without knocking. She was just out of the shower and almost naked. She has been mad at Crofton ever since and still doesn’t want to talk to him 3 days after the incident. Ryan noticed something is going on between the two and asks Crofton what’s going on. Crofton tells him, ""She’s still upset because I saw her boobies."" Ryan says, ""Well what? What were you doing seeing her boobies?""","Crofton says, ""It was an accident.""",0,3,2,352
9T,R11,none,Crofton: She’s still upset because I saw her boobies.  Ryan: Well what? What were you doing seeing her boobies? ,Crofton: It was an accident.,3,0,0,352
9T,R11,none,,Crofton: It was an accident.,1,1,1,352
9T,R12,none,"The other night Crofton barged into his roommate’s room without knocking. She was just out of the shower and almost naked. She has been mad at Crofton ever since and still doesn’t want to talk to him 3 days after the incident. Ryan noticed something is going on between the two and asks Crofton what’s going on. Crofton tells him, ""She’s still upset because I saw her boobies."" Ryan says, ""Well what? What were you doing seeing her boobies?""","Crofton says, ""It was an accident, I happened to just walk into her room while she was changing. It was not that I did it on purpose.""",0,2,3,352
9T,R12,none,Crofton: She’s still upset because I saw her boobies.  Ryan: Well what? What were you doing seeing her boobies? ,"Crofton: It was an accident, I happened to just walk into her room while she was changing. It was not that I did it on purpose.",2,3,0,352
9T,R12,none,,"Crofton: It was an accident, I happened to just walk into her room while she was changing. It was not that I did it on purpose.",0,0,0,352
9T,R13,none,"The other night Crofton barged into his roommate’s room without knocking. She was just out of the shower and almost naked. She has been mad at Crofton ever since and still doesn’t want to talk to him 3 days after the incident. Ryan noticed something is going on between the two and asks Crofton what’s going on. Crofton tells him, ""She’s still upset because I saw her boobies."" Ryan says, ""Well what? What were you doing seeing her boobies?""","Crofton says, ""I accidentally walked in on her having a shower. I didn’t know what to do and in sheer panic just froze.""",0,2,0,352
9T,R13,none,Crofton: She’s still upset because I saw her boobies.  Ryan: Well what? What were you doing seeing her boobies? ,Crofton: I accidentally walked in on her having a shower. I didn’t know what to do and in sheer panic just froze.,0,0,1,352
9T,R13,none,,Crofton: I accidentally walked in on her having a shower. I didn’t know what to do and in sheer panic just froze.,3,1,0,352
9T,R14,none,"The other night Crofton barged into his roommate’s room without knocking. She was just out of the shower and almost naked. She has been mad at Crofton ever since and still doesn’t want to talk to him 3 days after the incident. Ryan noticed something is going on between the two and asks Crofton what’s going on. Crofton tells him, ""She’s still upset because I saw her boobies."" Ryan says, ""Well what? What were you doing seeing her boobies?""","Crofton says, ""I didn't mean to. I had left something in her room and I didn't realize she just came out the shower.""",1,1,0,352
9T,R14,none,Crofton: She’s still upset because I saw her boobies.  Ryan: Well what? What were you doing seeing her boobies? ,Crofton: I didn't mean to. I had left something in her room and I didn't realize she just came out the shower.,1,0,0,352
9T,R14,none,,Crofton: I didn't mean to. I had left something in her room and I didn't realize she just came out the shower.,0,0,0,352
9T,R15,none,"The other night Crofton barged into his roommate’s room without knocking. She was just out of the shower and almost naked. She has been mad at Crofton ever since and still doesn’t want to talk to him 3 days after the incident. Ryan noticed something is going on between the two and asks Crofton what’s going on. Crofton tells him, ""She’s still upset because I saw her boobies."" Ryan says, ""Well what? What were you doing seeing her boobies?""","Crofton says, ""Oh I realize that sounds worse than it is. I just walked in on her accidentally when going into her room and she was coming out the shower. I just didn't think to knock, it's not like she doesn't do the same thing to me.""",1,1,3,352
9T,R15,none,Crofton: She’s still upset because I saw her boobies.  Ryan: Well what? What were you doing seeing her boobies? ,"Crofton: Oh I realize that sounds worse than it is. I just walked in on her accidentally when going into her room and she was coming out the shower. I just didn't think to knock, it's not like she doesn't do the same thing to me.",1,0,2,352
9T,R15,none,,"Crofton: Oh I realize that sounds worse than it is. I just walked in on her accidentally when going into her room and she was coming out the shower. I just didn't think to knock, it's not like she doesn't do the same thing to me.",0,0,4,352
9T,R16,none,"The other night Crofton barged into his roommate’s room without knocking. She was just out of the shower and almost naked. She has been mad at Crofton ever since and still doesn’t want to talk to him 3 days after the incident. Ryan noticed something is going on between the two and asks Crofton what’s going on. Crofton tells him, ""She’s still upset because I saw her boobies."" Ryan says, ""Well what? What were you doing seeing her boobies?""","Crofton says, ""I broke into her house to change her bathroom tiles.""",4,0,3,352
9T,R16,none,Crofton: She’s still upset because I saw her boobies.  Ryan: Well what? What were you doing seeing her boobies? ,Crofton: I broke into her house to change her bathroom tiles.,1,1,3,352
9T,R16,none,,Crofton: I broke into her house to change her bathroom tiles.,0,4,5,352
